Service Area,Account Description,Creditor,Journal Date,Journal Reference,Total
Children's Family Services,Stationery,CARTRIDGESAVE.CO.UK,06/01/2016,6578,70.62
Children's Family Services,Stationery,CARTRIDGESAVE.CO.UK,15/09/2015,5321,50.62
Children's Family Services,Stationery,CARTRIDGESAVE.CO.UK,18/01/2016,6696,113.37
Children's Education & Skills,Equipment and Materials Purcha,CE-CES LTD,29/09/2015,5466,344.83
Children's Education & Skills,Equipment and Materials Purcha,CE-CES LTD,30/09/2015,5486,86.21
Commissioning,Professional Services,CENTREMAPS,21/01/2016,6763,720
Children's Family Services,Other Services,CEX,01/10/2015,5494,30
Children's Family Services,Other Transfer Payments to Soc,CEX,23/12/2015,6517,87
Children's Family Services,Other Transfer Payments to Soc,CEX,29/02/2016,7244,25
Streetscene,Equipment and Materials Purcha,CHARACTERS SIGNS LTD,21/01/2016,6757,64.2
Children's Family Services,Food Costs,CHELSEA & WESTMINSTER,14/01/2016,6658,7.1
Children's Family Services,Other Transfer Payments to Soc,CHOICE OF EDGWARE,30/11/2015,6171,18.9
Children's Family Services,Other Transfer Payments to Soc,CHOICE OF HATFIELD,27/08/2015,5142,33.04
Children's Family Services,Other Agencies - Third Party P,CILEX LAW SCHOOL LIMIT,03/11/2015,5855,282.5
Commissioning,Other Transfer Payments to Soc,CILEX LAW SCHOOL LIMIT,03/11/2015,5855,282.5
Children's Family Services,Other Services,CINEWORLD WOO CP,08/02/2016,7003,32.6
Children's Family Services,Other Services,CINEWORLD WOO CP,12/10/2015,5606,26.2
Children's Family Services,Other Services,CIRCLE ONLINE,08/06/2015,4183,515
Children's Family Services,Other Transfer Payments to Soc,CLAIRE'S ACCESSORIES,23/12/2015,6528,5.05
Children's Family Services,Other Transfer Payments to Soc,CLAIRE'S ACCESSORIES,23/12/2015,6530,5
Children's Family Services,Equipment and Materials Purcha,CLEVERCARDZ/HAMMERSON.,24/06/2015,4423,131.6
Children's Family Services,Food Costs,COFFEE REPUBLIC,14/01/2016,6662,7.5
Children's Education & Skills,Training,COLLEGE COURT CONFEREN,12/06/2015,4256,130
Children's Education & Skills,Equipment and Materials Purcha,COMMERCIAL CATERIN,11/11/2015,5965,92.52
Children's Education & Skills,Equipment and Materials Repair,COMMERCIAL CATERIN,22/01/2016,6773,34.36
Children's Education & Skills,Equipment and Materials Repair,COMMERCIAL CATERIN,22/12/2015,6504,37.38
Children's Family Services,Miscellaneous Expenses,COMPARE THE MAN AND VA,22/07/2015,4745,71.4
Children's Family Services,Other Agencies - Third Party P,COMPARE THE MAN AND VA,08/07/2015,4585,45.3
Children's Family Services,Other Agencies - Third Party P,COMPARE THE MAN AND VA,21/05/2015,3168,18.75
Children's Family Services,Other Transfer Payments to Soc,COMPARE THE MAN AND VA,07/10/2015,5568,68.2
Children's Family Services,Other Transfer Payments to Soc,COMPARE THE MAN AND VA,21/09/2015,5374,143.96
Children's Service DSG,Equipment and Materials Purcha,CONNEVANS LTD,09/06/2015,4214,90.86
Children's Service DSG,Equipment and Materials Purcha,CONNEVANS LTD,30/07/2015,4846,39.38
Commissioning,Training,CONTINUITY SHOP,24/07/2015,4778,"1,310.00"
Children's Family Services,Food Costs,CO-OP GROUP 060706,01/07/2015,4496,21.67
Children's Family Services,Food Costs,CO-OP GROUP 060706,01/07/2015,4497,9.72
Children's Family Services,Food Costs,CO-OP GROUP 060706,02/07/2015,4507,21.73
Children's Family Services,Food Costs,CO-OP GROUP 060706,30/06/2015,4476,35.48
Children's Family Services,Food Costs,CO-OP GROUP 180222,02/06/2015,3286,7
Children's Family Services,Food Costs,CO-OP GROUP 180222,09/12/2015,6322,8.33
Children's Family Services,Food Costs,CO-OP GROUP 180222,13/08/2015,4986,7
Children's Family Services,Food Costs,CO-OP GROUP 180222,22/01/2016,6771,9.8
Children's Family Services,Food Costs,CO-OP GROUP 180222,31/08/2015,5185,5.79
Children's Family Services,Publications,CO-OP GROUP 180222,09/12/2015,6322,0.6
Children's Family Services,Cleaning and domestic material,CO-OP GROUP FOOD,01/03/2016,7276,1.5
Children's Family Services,Cleaning and domestic material,CO-OP GROUP FOOD,02/11/2015,5837,2.95
Children's Family Services,Cleaning and domestic material,CO-OP GROUP FOOD,19/06/2015,4359,2.92
Children's Family Services,Cleaning and domestic material,CO-OP GROUP FOOD,19/06/2015,4360,2.92
Children's Family Services,Food Costs,CO-OP GROUP FOOD,01/03/2016,7274,5.83
Children's Family Services,Food Costs,CO-OP GROUP FOOD,03/09/2015,5214,2.85
Children's Family Services,Food Costs,CO-OP GROUP FOOD,09/09/2015,5275,22.18
Children's Family Services,Food Costs,CO-OP GROUP FOOD,10/08/2015,4928,20.84
Children's Family Services,Food Costs,CO-OP GROUP FOOD,15/10/2015,5641,12.53
Children's Family Services,Food Costs,CO-OP GROUP FOOD,18/08/2015,5033,7.99
Children's Family Services,Food Costs,CO-OP GROUP FOOD,19/08/2015,5070,23.8
Children's Family Services,Food Costs,CO-OP GROUP FOOD,21/01/2016,6758,17.63
Children's Family Services,Food Costs,CO-OP GROUP FOOD,25/03/2016,7598,7.94
Children's Family Services,Food Costs,CO-OP GROUP FOOD,26/02/2016,7223,4
Children's Family Services,Food Costs,CO-OP GROUP FOOD,26/10/2015,5762,2.29
Children's Family Services,Food Costs,CO-OP GROUP FOOD,26/11/2015,6150,11.26
Children's Family Services,Miscellaneous Expenses,CO-OP GROUP FOOD,18/12/2015,6456,23.2
Children's Family Services,Miscellaneous Expenses,CO-OP GROUP FOOD,18/12/2015,6458,7.87
Children's Family Services,Cleaning and domestic material,COOPERS OF BARNET,05/01/2016,6559,9.98
Children's Family Services,Cleaning and domestic material,COOPERS OF BARNET,08/02/2016,6989,15.96
Children's Family Services,Cleaning and domestic material,COOPERS OF BARNET,09/06/2015,4197,5.98
Children's Family Services,Equipment and Materials Purcha,COOPERS OF BARNET,06/08/2015,4901,9.99
Children's Family Services,Equipment and Materials Purcha,COOPERS OF BARNET,22/09/2015,5386,9.98
Children's Family Services,Equipment and Materials Purcha,COOPERS OF BARNET,23/11/2015,6097,3.5
Children's Family Services,Equipment and Materials Purcha,COOPERS OF BARNET,25/11/2015,6138,2.24
Children's Family Services,Stationery,COOPERS OF BARNET,23/11/2015,6097,2.99
Children's Family Services,Stationery,COOPERS OF BARNET,25/11/2015,6138,2.99
Children's Family Services,Food Costs,COSTA COFFEE,30/11/2015,6169,10.55
Assurance,Subsistence,COSTA COFFEE0000000,21/05/2015,5726,4.05
Children's Family Services,Equipment and Materials Purcha,COSTCO ON-LINE,28/10/2015,5794,44.4
Children's Family Services,Other Agencies - Third Party P,COSTCO ON-LINE,16/09/2015,5334,25
Children's Family Services,Food Costs,COSTCUTTER,11/09/2015,5298,14.88
Children's Family Services,Food Costs,COSTCUTTER,22/01/2016,6781,14.8
Children's Family Services,Other Agencies - Third Party P,CRAZY DISCOUNTS,03/06/2015,3302,416.67
Children's Family Services,Other Agencies - Third Party P,CRAZY DISCOUNTS,04/06/2015,4135,250
Children's Family Services,Other Agencies - Third Party P,CRAZY DISCOUNTS,04/06/2015,4136,150
Children's Family Services,Other Agencies - Third Party P,CRAZY DISCOUNTS,05/06/2015,4146,416.67
Children's Family Services,Other Agencies - Third Party P,CRAZY DISCOUNTS,08/06/2015,4167,416.67
Children's Family Services,Other Agencies - Third Party P,CRAZY DISCOUNTS,29/05/2015,3254,416.67
Children's Family Services,Other Transfer Payments to Soc,CRAZY DISCOUNTS,10/09/2015,5288,500
Children's Family Services,Other Transfer Payments to Soc,CRAZY DISCOUNTS,11/09/2015,5297,230
Children's Family Services,Subscriptions,CREATESEND/COM,25/02/2016,7217,17
Children's Family Services,Subscriptions,CREATESEND/COM,26/01/2016,6815,17
Children's Family Services,Subscriptions,CREATESEND/COM,28/12/2015,6544,17
Commissioning,Equipment and Materials Purcha,CREATESEND/COM,08/12/2015,6306,24
Commissioning,Equipment and Materials Purcha,CREATESEND/COM,16/11/2015,6011,3
Commissioning,Equipment and Materials Purcha,CREATESEND/COM,22/01/2016,6779,59
Commissioning,Equipment and Materials Purcha,CREATESEND/COM,22/12/2015,6510,59
Commissioning,Equipment and Materials Purcha,CREATESEND/COM,24/11/2015,6119,35
Children's Education & Skills,Equipment and Materials Purcha,CURRYS,12/06/2015,4258,8.33
Children's Education & Skills,Equipment and Materials Purcha,CURRYS,12/06/2015,4259,216.66
Adults and Communities,Training,CURRYS ONLINE,15/01/2016,6677,83.94
Adults and Communities,Training,CURRYS ONLINE,15/01/2016,6678,163.93
Children's Family Services,E19 - Learning Resources,CURRYS ONLINE,04/09/2015,5222,240.83
Children's Family Services,Equipment and Materials Purcha,CURRYS ONLINE,22/07/2015,4729,329.99
Children's Family Services,Other Transfer Payments to Soc,CURRYS ONLINE,10/12/2015,6329,157.5
Children's Family Services,Other Transfer Payments to Soc,CURRYS ONLINE,17/08/2015,5022,434.98
Children's Family Services,Subscriptions,CVLE / MPLC,30/04/2015,3034,57.96
Assurance,Equipment and Materials Purcha,D & R SIMMONS LTD,20/10/2015,5679,224.7
Children's Family Services,Travelling Expenses,TFL OYST PHOTOCARD0,21/05/2015,5714,10
Children's Family Services,Other Services,TEAM SPORT V/T00000,21/05/2015,5836,30
Assurance,Miscellaneous Expenses,D H C LTD,02/06/2015,3301,173.04
Children's Service DSG,Other Establishments - Third P,DAVID LLOYD,07/09/2015,5231,97.86
Children's Service DSG,Other Establishments - Third P,DAVID LLOYD,18/01/2016,6691,76.44
Children's Education & Skills,Equipment and Materials Purcha,DAWSONSDEPARTMENTS,24/08/2015,5090,135.5
Children's Education & Skills,Equipment and Materials Purcha,DAWSONSDEPARTMENTS,24/08/2015,5113,412.5
Children's Education & Skills,Equipment and Materials Purcha,DAWSONSDEPARTMENTS,24/08/2015,5114,495
Children's Education & Skills,Equipment and Materials Purcha,DAWSONSDEPARTMENTS,24/08/2015,5115,412.5
Streetscene,Equipment and Materials Purcha,DIRECT 365ONLINE LTD,01/10/2015,5507,280.8
Streetscene,Equipment and Materials Purcha,DIRECT 365ONLINE LTD,01/10/2015,5508,"1,098.00"
Children's Family Services,E19 - Learning Resources,DISCLOSURE & BARRING,21/12/2015,6468,10.83
Children's Family Services,Equipment and Materials Purcha,DISCLOSURE & BARRING,16/11/2015,6020,10.83
Children's Family Services,Equipment and Materials Purcha,DOMESTIC & GENERAL,28/07/2015,4810,113.88
Children's Family Services,Food Costs,DOMINOS PIZZA (BARNET),03/07/2015,4538,34.39
Children's Family Services,Food Costs,DOMINOS PIZZA (BARNET),05/06/2015,4148,12.5
Children's Family Services,Other Services,DON RUFFLES LTD,13/01/2016,6649,547.14
Children's Family Services,Miscellaneous Expenses,DONCASTER MBC#,17/02/2016,7112,11
Children's Family Services,Miscellaneous Expenses,DONCASTER MBC#,18/11/2015,6060,11
Children's Family Services,Education CFR Administrative S,DRI LOGITECH,23/11/2015,6090,33.33
Children's Family Services,Other Agencies - Third Party P,DRIVE-DYNAMICS,27/05/2015,3222,208.33
Children's Family Services,Other Services,DROPBOX BQ96N4D12K35,22/02/2016,7161,71.55
Children's Family Services,Other Transfer Payments to Soc,DVLA DRIVER ONLINE,19/05/2015,3143,34
Children's Family Services,Electricity,E.ON ENERGY SOLUTIONS,07/05/2015,3071,146.99
Children's Family Services,Miscellaneous Expenses,E.ON ENERGY SOLUTIONS,03/11/2015,5865,77.47
Children's Family Services,Other Transfer Payments to Soc,E.ON ENERGY SOLUTIONS,31/08/2015,5183,198.42
Streetscene,Equipment and Materials Purcha,EA HAZARDOUS WASTE-DOM,17/09/2015,5346,18
Children's Family Services,Equipment and Materials Purcha,EARLY YEARS DIRECT LIM,11/02/2016,7059,354.6
Assurance,Miscellaneous Expenses,EAT,06/05/2015,3060,4.5
Adults and Communities,Training,EB DELIVERING INTEGRA,28/08/2015,5167,354
Commissioning,Training,EB DELIVERING INTEGRA,23/12/2015,6522,378
Adults and Communities,Training,EB FAIR EXCHANGE DEVE,18/09/2015,5354,130
Commissioning,Conference Expenses,EB MOVING TOWARDS PLA,18/01/2016,6700,378
Customer Support Group,Conference Expenses,EB PUBLIC SECTOR LAND,05/11/2015,5901,178.8
Children's Education & Skills,Conference Expenses,EB SPECIAL EDUCATIONA,26/08/2015,5129,250
Commissioning,Training,EB TEDXWHITEHALLWOMEN,04/05/2015,3052,69.55
Children's Family Services,Other Services,EBUYER (UK) LTD,08/07/2015,4582,989.97
Children's Family Services,Other Services,EBUYER (UK) LTD,19/10/2015,5666,999.94
Children's Family Services,Other Services,EBUYER (UK) LTD,23/07/2015,4748,999.9
Children's Family Services,Food Costs,EDDIES MEAT MARKET,09/11/2015,5927,11
Children's Family Services,Food Costs,EDDIES MEAT MARKET,13/07/2015,4633,20
Children's Family Services,Food Costs,EDDIES MEAT MARKET,16/09/2015,5332,16.29
Children's Family Services,Food Costs,EDDIES MEAT MARKET,17/08/2015,5025,11.4
Children's Family Services,Food Costs,EDDIES MEAT MARKET,18/02/2016,7117,12
Children's Family Services,Food Costs,EDDIES MEAT MARKET,24/07/2015,4776,29.4
Children's Family Services,Food Costs,EDDIES MEAT MARKET,25/01/2016,6784,22.26
Children's Family Services,Food Costs,EDDIES MEAT MARKET,30/09/2015,5478,17.7
Assurance,Equipment and Materials Purcha,EDE & RAVENSCROFT,18/08/2015,5035,81.5
Children's Family Services,Miscellaneous Expenses,EDF ENERGY-IVR,03/11/2015,5864,138.04
Children's Family Services,Other Transfer Payments to Soc,EDF ENERGY-IVR,20/07/2015,4683,332.21
Children's Family Services,Other Services,EE & T-MOBILE,26/08/2015,5127,8.33
Children's Family Services,Other Transfer Payments to Soc,EE LIMITED 4232,07/08/2015,4914,94.99
Children's Family Services,Equipment and Materials Purcha,ELC-INTERNET,26/10/2015,5745,41.66
Children's Family Services,Equipment and Materials Purcha,ELECTRO SUPPLIES.C,27/10/2015,5773,80.78
Commissioning,Subscriptions,EMAP LTD-SUBSCRIPTIONS,09/02/2016,7019,221.45
Commissioning,Subscriptions,EMAP LTD-SUBSCRIPTIONS,19/01/2016,6725,179
Commissioning,Subscriptions,EMAP LTD-SUBSCRIPTIONS,19/01/2016,6726,179
Children's Family Services,Building Repairs & Maintenance,EMPRESS BUILDING C,12/11/2015,6002,80
Streetscene,Training,ENVIRONMENT MEDIA GRP,14/12/2015,6373,159.9
Commissioning,Equipment and Materials Purcha,EQUINUX AG,01/12/2015,6218,10.18
Commissioning,Equipment and Materials Purcha,EQUINUX AG,19/10/2015,5672,13.67
Children's Education & Skills,Equipment and Materials Repair,EUROTECH ENGINEERING U,19/10/2015,5665,110
Customer Support Group,Conference Expenses,EVENTBRITE INC,11/11/2015,5980,-178.8
Children's Family Services,Food Costs,ASDA HOME SHOPPING0,21/05/2015,5680,174.79
Children's Family Services,Food Costs,ASDA HOME SHOPPING0,21/05/2015,5692,158.32
Children's Family Services,Food Costs,ASDA SUPERSTORE0000,21/05/2015,5687,111.91
Children's Family Services,Publications,ASDA SUPERSTORE0000,21/05/2015,5688,0.55
Children's Family Services,Food Costs,FIOS FOOD CENTRE000,21/05/2015,5689,24.03
Children's Family Services,Other Transfer Payments to Soc,PARENTPAY.COM - V/T,21/05/2015,5690,20
Children's Family Services,Other Transfer Payments to Soc,PAYPAL DREAMS LTD00,21/05/2015,5691,99
Children's Family Services,Food Costs,SAINSBURYS S/MKT000,21/05/2015,5685,7
Children's Family Services,Publications,SAINSBURYS S/MKT000,21/05/2015,5678,0.55
Children's Family Services,Stationery,SAINSBURYS S/MKT000,21/05/2015,5676,5.56
Children's Family Services,Other Services,SKY SUBSCRIPTION000,21/05/2015,5684,65
Children's Family Services,Publications,STATIONERY OFFICE B,21/05/2015,5682,20
Children's Family Services,Food Costs,WWW.MILKANDMORE.CO.,21/05/2015,5683,72.16
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP0,21/05/2015,5743,20
Children's Family Services,Travelling Expenses,GOV.UK/DART-CHARGE0,21/05/2015,5772,10
Children's Family Services,Travelling Expenses,THE DEAN00000000000,21/05/2015,5771,70
Commissioning,Equipment and Materials Purcha,FACEBOOK 38G8X7JK52,07/09/2015,5245,20.01
Commissioning,Equipment and Materials Purcha,FACEBOOK 7UL9Q72K52,01/09/2015,5197,13
Commissioning,Equipment and Materials Purcha,FACEBOOK 9BVK786K52,18/01/2016,6702,160.67
Commissioning,Equipment and Materials Purcha,FACEBOOK ABVK786K52,18/01/2016,6701,39.84
Commissioning,Equipment and Materials Purcha,FACEBOOK GFLM68WJ52,01/10/2015,5500,186.35
Commissioning,Equipment and Materials Purcha,FACEBOOK KL2MV7NK52,07/09/2015,5251,40.03
Commissioning,Equipment and Materials Purcha,FACEBOOK KMAB98SJ52,01/01/2016,6553,148.1
Commissioning,Equipment and Materials Purcha,FACEBOOK RFAXQ8WJ52,01/03/2016,7270,244.14
Commissioning,Equipment and Materials Purcha,FACEBOOK WLWHA82K52,01/02/2016,6893,174.13
Commissioning,Equipment and Materials Purcha,FACEBOOK YJSUR8AK52,01/12/2015,6217,56.5
Commissioning,Equipment and Materials Purcha,FACEBOOK ZCLL28NJ52,02/11/2015,5849,2.59
Children's Family Services,Other Services,FAST KEY SERVICES,08/09/2015,5262,6.74
Children's Family Services,Other Services,FAST KEY SERVICES,09/11/2015,5916,32.5
Children's Family Services,Subscriptions,FILMBANK PVSL ACC,29/09/2015,5473,93.33
Children's Education & Skills,Equipment and Materials Purcha,FILOFAX LETTS BLUELINE,15/09/2015,5328,37.91
Children's Family Services,Other Services,FINCHLEY LIDO,03/02/2016,6937,16.15
Children's Family Services,Other Services,FINCHLEY LIDO,27/01/2016,6840,16.15
Children's Family Services,Other Services,FINCHLEY LIDO,30/07/2015,4847,19.85
Children's Family Services,Food Costs,FIOS FOOD CENTRE,03/12/2015,6257,12.59
Children's Family Services,Food Costs,FIOS FOOD CENTRE,05/11/2015,5888,13.37
Children's Family Services,Food Costs,FIOS FOOD CENTRE,07/10/2015,5559,18.83
Children's Family Services,Food Costs,FIOS FOOD CENTRE,09/09/2015,5268,23.22
